sentence1	sentence2	sem	syn	morph	lex
"as reported , on thursday the weight of up to 100 kilos has been lost in his first fight to fame in jevgeny borodavko ."	nthe news agency leta previously reported that the latvian judo fighter jevgenijs borodavko lost his first fight in the division over 100 kg on thursday .	-0.620068346	0.666666667	0.946385891	0.461538462
"its population is that coverage tend to be in the rain and snow , there should not be freedom of movement of cars , as well as the cycling , deluxe and communications ."	"they will indicate that the pavement may be slippery during rain and snow and that using cars , bikes , roller skates and skateboards on it is prohibited ."	-0.615134671	0.75	0.968675977	0.348261037
"therefore , it is essential to eat sweet food immediately after the meal ."	therefore it is essential not to eat a dessert right after a meal .	-0.612345377	0.88	0.959100602	0.642857143
kalhe : meldonia could be removed this year from the list of banned athletes .	kalvins : meldonium could be excluded from the prohibited substances list for athletes .	-0.608002655	0.8	0.962005418	0.532035874
what do you understand ?	what did you mean by that ?	-0.601912995	0.8	0.916671127	0.428571429
"vitamin c helps to change the not-asinsradošo iron , so that our organism to make it easier to absorb ."	vitamin c helps to alter non-blood building iron in such a way that our body can take it up more easily .	-0.591696558	0.829268293	0.956450292	0.409090909
"this week , a water park in the city of marseille was cancelled planned a private event that muslim women should be dressed in peldkostīmo , burkina faso as outraged by such a measure was both right and left political circles ."	"this week , a water amusement park in marseille cancelled a scheduled private event for muslim women who would be wearing burkini suits , because politicians from both right wing and left wing political parties were outraged at such possibility ."	-0.586057713	0.701298701	0.984203633	0.571261343
first-vef culture palace of increasing access and surrounding area home improvement .	the first one concerns improvements of the vef culture palace &apos;s accessibility and landscaping of the surrounding area .	-0.582062805	0.709677419	0.960648558	0.318181818
"in the following , the ratio of the three pairs to the small points was counted , which , after the convincing loss suffered in this match , was the most favorable for the latvian duet ."	"the mutual small-score ratio was considered further , which was the most adverse for the latvian pair after the apparent loss suffered in this match ."	-0.579603953	0.736842105	0.977827029	0.478674486
to show that the gospel respond to human life the most sasāpējušākaj problems and give him inspiration next path .	it must be shown that the gospel responds to the most painful problems of person &apos;s life and inspires them in their further path .	-0.578326614	0.772727273	0.963681109	0.392857143
"neighborhood safe enough , because the favelas patālu , but vigilance must not lose here , too ."	"the area was rather safe because the favelas were far away , yet one should be careful here as well ."	-0.577913719	0.727272727	0.934856479	0.333333333
&quot; the decision as to whether the gas market will join the gas market as a trader will determine how the gas market model and the legal framework will be established . &quot;	&quot; a decision on whether latvenergo will enter the gas market in future also as a seller will be determined by the gas market model and the legal regulation that will be created . &quot;	-0.575309915	0.818181818	0.985943571	0.641025641
"&quot; i don &apos;t know why exactly peldēšanas federation was not enough room , &quot; pone said that society is not appreciated the federation and the president of the work , recalling that the federation presidents do not receive a salary ."	"&quot; i don &apos;t know why there were no vacant places for the swimming federation , &quot; pone said , adding that the society does not value the work of the federation and their presidents and reminded that the federations &apos; presidents do not receive a salary ."	-0.57225467	0.697674419	0.992844581	0.666666667
"staninga , which is dienējusi royal military unit in afghanistan , said : &quot; this was emotionally tough week , but it means a lot to me . &quot;"	"stanning , a captain in the royal artillery regiment with a tour of afghanistan behind her , said &quot; i &apos;ve been an emotional wreck this week , maybe that &apos;s a bit extreme , but it means such a lot . &quot;"	-0.570531554	0.625	0.980847839	0.396226415
the 45-year-old is the sixth jack who has reached the horizon of the result .	the 45-year-old italian is the sixth jockey to reach the landmark in flat racing .	-0.555090494	0.9375	0.941506623	0.466666667
mccartney : joko ono had been undermined by the presence of the beatles .	mccartney : presence of yoko ono jeopardized the beatles .	-0.553899046	0.6	0.963865843	0.536256037
the company will buy thousands of euros for the sawing equipment .	the company is going to purchase plank sawing equipment for 89.5 thousand euros .	-0.544201093	0.88	0.957120744	0.5
the agency has already reported that the minister of public environment service inga kocova &apos;s finance minister danai reiznieci ozolai ( greens / farmers ) submitted a presentation to withdraw his candidacy to the post of the general revenue service .	the bns news agency already informed that the state environment service head inga kolegova has submitted an application whereby she withdraws her candidacy for the position of director general of the srs .	-0.542945487	0.771428571	0.966725895	0.36912219
he has until thursday to decide if he will skip his senior season and resource recovery programme .	"the cooperation with the association , promoting natural spawning of fish , is an initiative additionally supported by latvenergo within the framework of fish stock recovery ."	-0.533941378	0.731707317	0.860448564	0.074074074
"pone , who himself is a member of the executive committee of the lok , strongly criticised the lok , laying the blame on an olympic sport pārraugošo organisation ."	"pone , who is a member of the loc executive committee , harshly criticized loc &apos;s activities when they blamed the organization supervising the olympic sports ."	-0.53352373	0.745098039	0.971537936	0.5
"following the path of the last phase of the installation and its connections with the support of the northern tower , we were postponed to connect the northern part of the road sections of land or viaduktu ."	"after installing the last road deck section and connecting it to the expanding north tower road deck , we then had to close the remaining gap on the north - or landward - side ."	-0.531769989	0.895522388	0.943746824	0.340918106
